datetime,low,high,open,close,volumefrom,volumeto
2015-01-15,120.0,224.0,120.0,211.91,2.867,571.46
2015-01-16,189.0,225.5,211.91,199.46,4.8,985.98
2015-01-17,184.0,210.0,199.46,184.0,0.112,22.25
2015-01-18,184.0,184.0,184.0,184.0,0.0,0.0
2015-01-19,184.0,225.51,184.0,225.51,0.41,86.26
2015-01-20,208.0,225.51,225.51,208.0,0.02,4.23
2015-01-21,208.0,225.51,208.0,225.51,0.1577,35.02
2015-01-22,216.59,257.73,225.51,226.32,4.36,1000.75
2015-01-23,215.0,235.0,226.32,235.0,0.18,41.45
2015-01-24,215.0,250.58,235.0,240.0,1.74,431.76
2015-01-25,240.0,256.26,240.0,254.53,478.76,120120.06
2015-01-26,241.43,322.72,254.53,270.0,5152.24,1439367.1
2015-01-27,244.03,278.47,270.0,262.69,1647.55,432840.93
2015-01-28,228.5,265.99,262.69,236.14,5160.3,1272214.28
2015-01-29,221.14,242.0,236.14,234.52,6661.74,1555210.37
2015-01-30,227.89,244.59,234.52,232.55,5699.69,1333424.96
2015-01-31,217.11,234.67,232.55,219.0,5569.26,1273921.59
2015-02-01,210.0,233.79,219.0,227.0,7401.43,1640635.74
2015-02-02,220.89,240.1,227.0,237.79,7156.24,1630984.85
2015-02-03,225.32,243.9,237.79,228.31,8565.02,2029168.44
2015-02-04,221.5,230.99,228.31,226.5,9103.19,2058675.85
2015-02-05,215.0,228.9,226.5,216.0,7522.28,1663849.23
2015-02-06,216.0,226.64,216.0,222.82,5638.26,1247408.29
2015-02-07,222.44,230.5,222.82,228.7,4220.38,957152.99
2015-02-08,220.0,231.6,228.7,224.16,4253.06,958535.01
2015-02-09,216.45,225.0,224.16,222.19,6525.33,1442999.31
2015-02-10,215.0,222.64,222.19,220.84,5450.37,1193027.11
2015-02-11,217.46,223.61,220.84,220.02,8877.19,1964602.47
2015-02-12,218.0,224.61,220.02,222.45,7850.44,1733740.77
2015-02-13,221.55,242.36,222.45,236.65,15260.16,3572659.33
2015-02-14,236.08,259.98,236.65,257.48,14942.09,3713770.11
2015-02-15,228.0,267.86,257.48,234.0,17339.11,4288626.87
2015-02-16,229.6,241.0,234.0,236.82,10342.88,2433600.57
2015-02-17,233.0,248.0,236.82,244.0,16360.49,3936010.98
2015-02-18,231.93,246.0,244.0,235.91,13453.31,3226055.9
2015-02-19,235.58,245.0,235.91,242.42,9123.0,2185101.18
2015-02-20,239.99,248.32,242.42,245.89,9809.26,2394824.82
2015-02-21,244.0,248.12,245.54,245.86,4106.15,1008277.92
2015-02-22,234.01,247.48,245.86,236.72,8311.73,1998887.5
2015-02-23,232.0,240.97,236.72,239.69,9684.99,2300665.03
2015-02-24,235.51,241.21,239.49,240.13,4506.86,1078384.78
2015-02-25,235.44,240.99,239.78,238.45,4165.15,994000.29
2015-02-26,234.33,238.46,238.45,237.1,6798.2,1610969.07
2015-02-27,236.29,259.0,237.1,255.96,20540.96,5167883.69
2015-02-28,250.0,256.97,255.96,255.51,5433.11,1377009.18
2015-03-01,246.3,259.97,255.59,258.78,4967.35,1255486.27
2015-03-02,258.21,275.0,260.35,274.93,10027.14,2668681.1
2015-03-03,267.07,289.5,274.93,282.42,19087.01,5293946.81
2015-03-04,267.39,287.0,282.42,273.56,15023.6,4196751.75
2015-03-05,262.49,281.09,273.56,277.12,11641.75,3159376.26
2015-03-06,269.12,280.0,277.12,273.91,9963.67,2731783.63
2015-03-07,270.55,279.44,273.91,276.33,6326.64,1738033.44
2015-03-08,270.29,278.97,276.33,274.82,5080.38,1400160.54
2015-03-09,274.82,294.42,274.82,290.23,13596.15,3873262.35
2015-03-10,288.96,299.48,290.23,292.56,16279.83,4810757.15
2015-03-11,290.51,297.8,292.56,296.63,9836.17,2898112.52
2015-03-12,291.87,298.9,296.63,296.11,9501.1,2809005.49
2015-03-13,284.86,296.52,296.11,287.0,11720.92,3409733.15
2015-03-14,280.86,289.0,287.0,284.29,7278.62,2075249.82
2015-03-15,282.5,289.24,284.29,287.46,4422.23,1266481.41
2015-03-16,287.02,294.99,287.46,292.03,8819.7,2579819.45
2015-03-17,284.01,293.69,292.03,286.87,7724.07,2239769.56
2015-03-18,250.0,287.05,286.87,258.51,18277.12,4930769.11
2015-03-19,249.2,266.8,258.51,263.28,16096.79,4166409.24
2015-03-20,259.31,267.42,263.28,263.71,7552.27,1988780.89
2015-03-21,256.66,264.04,263.71,261.83,6090.47,1591138.39
2015-03-22,259.71,271.27,261.83,270.0,5754.06,1521539.9
2015-03-23,260.81,273.99,270.0,265.61,13043.94,3491471.94
2015-03-24,244.86,268.51,265.61,248.81,16427.45,4148385.16
2015-03-25,234.51,249.99,248.81,247.0,12393.11,3041663.8
2015-03-26,244.92,254.9,247.0,250.16,10837.76,2716899.4
2015-03-27,246.44,250.99,250.16,248.68,8364.84,2081620.68
2015-03-28,247.63,254.99,248.68,253.47,6096.03,1535147.5
2015-03-29,241.0,254.0,253.47,243.58,8413.7,2070762.11
2015-03-30,237.94,250.06,243.58,248.59,10852.73,2670993.74
2015-03-31,242.87,249.98,248.59,245.26,8179.65,2013716.0
2015-04-01,241.07,248.22,245.26,247.25,9529.31,2333725.21
2015-04-02,245.8,255.24,247.25,254.48,9077.69,2270713.89
2015-04-03,252.59,257.43,254.48,255.68,7141.43,1820711.88
2015-04-04,251.26,256.6,255.68,254.87,3990.58,1012944.38
2015-04-05,252.06,262.0,254.87,261.46,5171.58,1329021.02
2015-04-06,255.0,263.0,261.46,257.57,7405.23,1919695.66
2015-04-07,253.45,258.11,257.57,255.67,7307.56,1869620.76
2015-04-08,244.29,255.75,255.67,246.65,7572.99,1888130.98
2015-04-09,239.02,248.16,246.65,243.65,7620.34,1866760.32
2015-04-10,232.35,244.95,243.65,235.86,11515.72,2739014.34
2015-04-11,234.77,239.99,235.86,238.13,5674.99,1346765.36
2015-04-12,234.02,239.16,238.13,238.03,2547.14,605466.36
2015-04-13,238.03,238.03,238.03,238.03,0.0,0.0
2015-04-14,216.92,222.16,221.48,220.53,6154.67,1350697.93
2015-04-15,218.09,224.24,220.53,223.88,8680.74,1926825.18
2015-04-16,223.55,230.75,223.88,229.09,8410.1,1917082.96
2015-04-17,220.46,230.08,229.09,223.5,7332.0,1651298.46
2015-04-18,222.18,224.04,223.5,223.99,4391.09,980632.91
2015-04-19,223.44,226.72,223.99,224.05,4596.85,1032611.44
2015-04-20,223.45,227.45,224.05,225.04,7263.87,1635293.26
2015-04-21,224.01,235.81,225.04,234.91,9587.36,2186765.77
2015-04-22,232.78,238.6,234.91,234.0,7535.02,1777456.59
2015-04-23,232.79,236.0,234.0,235.49,6497.28,1525938.82
2015-04-24,230.12,236.93,235.49,232.38,5241.44,1221030.15
2015-04-25,226.83,233.67,232.38,227.06,4981.45,1145582.4
2015-04-26,215.56,227.91,227.06,220.5,9487.32,2088912.54
2015-04-27,218.78,231.11,220.5,227.2,11863.95,2644709.2
2015-04-28,220.46,229.04,227.2,225.48,6931.74,1561834.34
2015-04-29,220.2,227.3,225.48,225.91,6662.8,1500129.71
2015-04-30,225.1,240.0,225.91,236.59,11339.46,2637970.11
2015-05-01,234.0,238.78,236.59,234.01,9697.4,2287292.43
2015-05-02,233.0,237.15,234.01,236.26,6357.79,1494958.02
2015-05-03,234.26,242.97,236.26,240.63,5846.91,1401770.86
2015-05-04,238.06,243.99,240.63,239.8,8777.83,2111461.68
2015-05-05,232.0,240.0,239.8,236.18,8957.98,2113825.79
2015-05-06,228.38,237.87,236.18,230.89,7817.31,1833079.97
2015-05-07,228.38,239.18,230.89,237.91,8772.45,2047519.36
2015-05-08,236.35,247.06,237.91,244.65,8466.61,2053376.56
2015-05-09,240.0,247.6,244.65,242.57,4988.6,1216454.58
2015-05-10,239.63,244.89,242.57,241.25,5136.97,1244009.3
2015-05-11,239.5,245.49,241.25,242.81,6124.37,1485289.47
2015-05-12,240.37,243.4,242.81,242.81,6291.95,1523694.38
2015-05-13,235.54,244.13,242.81,237.56,10026.48,2424314.78
2015-05-14,232.61,240.0,237.56,237.19,9610.34,2282852.03
2015-05-15,236.89,239.0,237.19,237.84,9062.66,2155507.7
2015-05-16,235.48,237.99,237.84,236.73,2924.1,694423.22
2015-05-17,236.7,238.45,236.73,237.22,4789.15,1137258.26
2015-05-18,231.66,237.89,237.22,233.28,7083.69,1672387.89
2015-05-19,231.53,234.92,233.28,232.4,6946.41,1620675.86
2015-05-20,232.31,235.0,232.4,234.25,7040.85,1646935.39
2015-05-21,234.13,236.74,234.25,235.72,6111.71,1439629.32
2015-05-22,235.11,242.0,235.72,240.34,7718.5,1842781.55
2015-05-23,237.89,240.64,240.34,239.07,3813.89,913946.89
2015-05-24,238.27,242.0,239.07,240.91,3367.15,809463.26
2015-05-25,236.71,241.4,240.91,237.47,4028.06,961011.41
2015-05-26,235.81,238.34,237.47,237.61,5950.51,1413734.29
2015-05-27,236.02,238.75,237.61,237.74,6631.62,1574876.0
2015-05-28,236.23,238.48,237.74,236.8,6001.17,1424107.73
2015-05-29,235.01,237.68,236.8,236.94,6340.64,1501401.4
2015-05-30,231.0,236.99,236.94,232.93,6210.73,1452783.12
2015-05-31,229.55,233.94,232.93,229.88,5842.77,1356690.75
2015-06-01,221.58,230.99,229.88,223.6,10155.63,2297810.41
2015-06-02,221.84,226.68,223.6,225.25,8919.25,2004605.53
2015-06-03,223.82,227.45,225.25,225.57,6835.7,1545211.59
2015-06-04,223.56,226.07,225.57,224.31,6027.74,1357326.97
2015-06-05,223.01,226.74,224.31,225.33,6580.07,1480504.08
2015-06-06,224.27,225.61,225.33,225.02,3603.72,810800.67
2015-06-07,222.88,226.09,225.02,223.96,3526.44,791668.46
2015-06-08,223.63,230.16,223.96,229.02,6883.72,1563988.82
2015-06-09,228.31,232.06,229.02,229.74,6386.51,1469437.2
2015-06-10,227.98,230.45,229.74,228.67,5957.23,1364629.91
2015-06-11,228.67,230.92,228.67,229.62,5631.46,1293396.64
2015-06-12,229.01,231.32,229.62,230.26,5860.99,1348481.27
2015-06-13,228.79,233.33,230.26,233.18,3873.91,894580.62
2015-06-14,232.53,235.0,233.18,233.6,2275.85,531824.81
2015-06-15,233.6,238.5,233.6,237.47,5868.17,1387437.28
2015-06-16,236.01,253.26,237.47,251.93,10379.93,2534841.38
2015-06-17,247.0,259.46,251.93,248.37,10011.16,2522542.04
2015-06-18,243.51,253.29,248.37,248.93,9547.55,2381350.7
2015-06-19,245.56,251.05,248.93,245.56,29810.11,7345446.99
2015-06-20,246.56,246.99,246.57,246.67,60.42,14913.45
2015-06-21,242.0,246.98,246.67,244.64,3757.23,918252.48
2015-06-22,243.86,248.5,244.64,247.75,5446.03,1341811.14
2015-06-23,243.01,248.06,247.75,244.07,5335.17,1308791.02
2015-06-24,239.51,244.92,244.07,240.89,5316.52,1287779.26
2015-06-25,239.91,243.44,240.89,242.14,5700.06,1378705.69
2015-06-26,239.91,243.1,242.14,243.0,6548.17,1583976.63
2015-06-27,242.3,252.22,243.0,251.67,5216.6,1287890.03
2015-06-28,247.51,252.0,251.67,249.79,4432.28,1107853.74
2015-06-29,249.09,257.99,249.79,257.57,10217.24,2597519.75
2015-06-30,255.91,269.39,257.35,264.94,11626.26,3057480.55
2015-07-01,255.12,265.45,264.94,257.97,8150.38,2117515.44
2015-07-02,253.0,262.0,257.97,255.22,6288.44,1618502.64
2015-07-03,252.77,257.37,255.22,256.36,4850.58,1238894.58
2015-07-04,254.4,261.0,256.36,260.72,4119.09,1059726.9
2015-07-05,258.99,275.25,260.61,271.15,7902.94,2115315.38
2015-07-06,268.27,277.88,271.15,270.41,9928.97,2712293.49
2015-07-07,264.5,272.11,270.41,267.19,7114.39,1909768.25
2015-07-08,264.41,273.97,267.19,270.64,7744.93,2088515.27
2015-07-09,267.1,272.5,270.64,270.21,6928.7,1872007.53
2015-07-10,269.25,294.71,269.48,286.85,15760.0,4494129.03
2015-07-11,284.5,299.0,286.85,294.77,8321.35,2436511.45
2015-07-12,293.5,316.52,294.77,311.96,12692.8,3888193.78
2015-07-13,281.62,312.91,311.96,292.35,13000.28,3812344.69
2015-07-14,286.25,297.78,292.35,288.2,7147.48,2085310.1
2015-07-15,285.18,294.11,288.2,285.22,7261.97,2111526.87
2015-07-16,275.0,292.78,285.22,278.71,8771.75,2470019.42
2015-07-17,272.64,281.38,278.71,279.95,6840.84,1903298.41
2015-07-18,276.34,282.71,279.95,277.56,4406.19,1229676.41
2015-07-19,275.0,278.48,277.56,275.59,3314.37,917149.1
2015-07-20,273.34,279.72,275.59,278.7,5328.9,1478259.79
2015-07-21,276.85,281.27,278.7,277.13,5033.72,1407886.6
2015-07-22,275.01,278.54,277.13,277.5,4611.39,1277029.62
2015-07-23,276.28,279.75,277.5,276.91,5347.51,1484529.22
2015-07-24,276.43,291.52,276.91,289.48,7203.81,2049614.89
2015-07-25,286.82,291.67,289.48,289.64,4144.86,1198430.86
2015-07-26,288.65,294.49,289.64,293.25,3764.35,1099301.03
2015-07-27,287.24,297.0,293.25,294.44,6418.82,1875403.35
2015-07-28,293.35,298.0,294.44,295.73,5707.1,1688432.24
2015-07-29,289.01,296.58,295.73,289.53,5211.42,1523831.44
2015-07-30,286.56,291.56,289.53,288.25,5218.19,1506092.68
2015-07-31,282.79,290.0,288.25,284.68,5615.32,1605309.8
2015-08-01,277.26,285.6,284.68,282.06,3907.84,1099820.57
2015-08-02,277.33,282.58,282.06,282.55,3452.38,968906.8
2015-08-03,280.27,285.86,282.55,281.63,4624.02,1310969.62
2015-08-04,280.11,286.47,281.63,285.31,5556.91,1579478.13
2015-08-05,282.01,286.25,285.31,282.24,5847.36,1659268.09
2015-08-06,278.95,282.77,282.24,279.91,5000.88,1401580.63
2015-08-07,277.05,281.17,279.91,279.54,5192.8,1451644.55
2015-08-08,260.07,280.16,279.54,261.08,6052.87,1643529.58
2015-08-09,260.97,268.8,261.08,267.91,5078.04,1344584.97
2015-08-10,263.17,268.89,267.91,265.18,5324.47,1414583.09
2015-08-11,263.48,271.99,265.18,271.2,5878.03,1567622.1
2015-08-12,265.79,272.4,271.2,269.43,6217.22,1674361.23
2015-08-13,262.94,269.49,269.43,264.92,5434.23,1442378.73
2015-08-14,262.5,267.98,264.92,266.52,6897.74,1834555.53
2015-08-15,262.05,267.69,266.52,262.21,4065.26,1081921.08
2015-08-16,255.67,263.1,262.21,259.19,5348.55,1389641.36
2015-08-17,255.58,261.57,259.19,258.49,6761.14,1748489.61
2015-08-18,245.67,258.64,258.49,247.43,8204.81,2080508.48
2015-08-19,200.0,247.43,247.43,227.84,16696.31,3851980.93
2015-08-20,226.58,238.2,227.84,235.49,8940.0,2088182.3
2015-08-21,231.37,236.99,235.49,233.71,7878.14,1847689.64
2015-08-22,222.68,235.53,233.71,230.62,7708.46,1766699.25
2015-08-23,226.15,233.25,230.62,228.3,4254.11,978568.02
2015-08-24,210.0,229.84,228.3,213.38,16138.49,3532958.11
2015-08-25,198.02,229.49,213.38,223.58,20002.92,4264677.57
2015-08-26,220.16,231.97,223.58,226.35,9739.46,2208758.79
2015-08-27,224.0,229.99,226.35,224.34,7938.43,1799783.19
2015-08-28,221.2,236.18,224.34,233.4,9005.75,2070643.73
2015-08-29,228.0,233.95,233.4,229.55,4546.16,1048954.46
2015-08-30,226.59,233.47,229.55,229.24,4964.63,1137912.57
2015-08-31,225.23,233.0,229.24,231.12,6705.52,1543065.59
2015-09-01,226.42,233.5,231.12,227.6,8594.57,1967118.87
2015-09-02,226.43,231.43,227.6,229.39,7477.0,1712613.03
2015-09-03,226.48,231.36,229.39,226.83,6712.57,1531235.08
2015-09-04,226.83,232.49,226.83,231.61,7020.27,1615740.04
2015-09-05,230.12,231.61,231.61,230.92,2603.86,601166.68
2015-09-06,239.72,244.82,240.13,240.93,2502.55,605270.41
2015-09-07,239.21,242.98,240.93,240.31,4960.04,1196014.62
2015-09-08,240.01,247.82,240.31,244.15,8264.99,2015007.12
2015-09-09,238.6,244.69,244.15,238.72,6800.15,1639306.36
2015-09-10,236.69,241.4,238.72,238.33,5822.01,1391798.77
2015-09-11,238.33,241.54,238.33,241.04,5807.8,1396588.42
2015-09-12,235.26,241.13,241.04,236.92,5390.6,1286085.34
2015-09-13,229.72,236.92,236.92,230.61,4987.99,1162075.64
2015-09-14,228.01,233.99,230.61,231.01,7961.8,1842034.35
2015-09-15,230.26,232.43,231.01,230.36,6953.11,1607223.06
2015-09-16,226.85,232.0,230.36,229.2,7866.47,1804773.1
2015-09-17,229.01,235.93,229.2,233.17,7532.78,1747560.55
2015-09-18,231.75,234.96,233.17,233.19,4579.73,1069747.46
2015-09-19,232.0,234.31,233.19,232.26,3630.37,845592.41
2015-09-20,231.85,234.0,232.26,232.48,3636.83,845849.51
2015-09-21,226.87,233.64,232.48,227.0,7630.98,1747253.74
2015-09-22,224.45,232.5,227.0,230.61,8827.76,2029170.21
2015-09-23,229.27,233.0,230.61,230.1,6307.83,1457819.49
2015-09-24,230.01,235.99,230.1,235.6,9095.34,2117575.92
2015-09-25,234.02,237.62,235.6,235.76,6468.71,1526369.32
2015-09-26,233.5,236.2,235.76,234.99,4229.25,994247.53
2015-09-27,233.2,235.13,234.99,233.54,3286.85,768909.53
2015-09-28,233.45,240.42,233.54,240.42,7962.86,1898213.94
2015-09-29,237.0,241.05,240.42,237.78,6880.33,1643213.39
2015-09-30,236.26,238.75,237.78,237.13,5549.05,1318349.82
2015-10-01,236.68,239.86,237.13,238.54,5670.97,1351078.32
2015-10-02,236.97,239.4,238.54,237.99,5947.95,1417784.26
2015-10-03,237.68,240.62,237.99,239.93,4360.67,1043632.98
2015-10-04,239.07,240.28,239.93,239.76,3757.54,900881.86
2015-10-05,237.5,240.77,239.76,240.7,7420.58,1776349.82
2015-10-06,240.31,248.0,240.7,246.83,9347.01,2285485.5
2015-10-07,240.2,247.96,246.83,243.64,9035.05,2220567.2
2015-10-08,242.2,245.38,243.64,243.38,5358.51,1309144.55
2015-10-09,241.1,244.88,243.38,244.46,4999.71,1219605.35
2015-10-10,243.8,246.1,244.46,246.06,3721.95,912802.93
2015-10-11,245.63,250.0,246.06,248.9,4222.7,1044679.03
2015-10-12,245.89,249.14,248.9,246.29,5328.43,1318989.63
2015-10-13,244.86,251.5,246.29,250.37,6471.08,1610643.64
2015-10-14,250.25,255.0,250.37,253.22,7542.42,1905000.14
2015-10-15,253.13,256.77,253.22,254.64,6623.1,1690435.99
2015-10-16,254.64,267.6,254.64,263.0,9104.56,2376369.17
2015-10-17,262.56,274.81,263.0,271.35,10913.12,2940700.24
2015-10-18,262.94,273.5,271.35,264.53,5809.15,1553771.6
2015-10-19,262.05,268.23,264.53,264.81,5238.97,1389589.25
2015-10-20,264.38,272.95,264.81,271.14,4652.97,1254498.62
2015-10-21,265.0,272.85,271.14,269.16,6098.22,1643140.21
2015-10-22,268.52,280.0,269.16,275.92,8714.9,2388561.2
2015-10-23,275.4,281.17,275.92,278.07,7054.48,1959383.04
2015-10-24,278.07,284.0,278.07,284.0,5268.7,1480783.01
2015-10-25,283.28,295.93,284.0,288.97,10737.02,3114865.97
2015-10-26,282.04,288.99,288.97,286.75,7565.99,2158042.54
2015-10-27,286.67,297.99,286.75,295.88,10888.35,3196913.71
2015-10-28,295.51,308.93,295.88,303.75,16005.21,4830462.34
2015-10-29,301.8,320.99,303.75,315.68,12145.79,3785443.04
2015-10-30,315.46,336.97,315.68,329.97,16267.3,5308998.95
2015-10-31,306.29,334.28,329.97,314.6,14918.76,4759517.11
2015-11-01,311.44,332.0,314.6,331.71,10295.56,3304599.08
2015-11-02,326.07,371.82,331.71,363.97,19347.78,6714822.77
2015-11-03,362.07,422.3,363.97,399.49,40259.65,15724145.32
2015-11-04,368.15,499.99,399.49,398.09,49326.81,21800320.75
2015-11-05,366.66,450.0,398.09,384.2,27216.75,10978245.17
2015-11-06,351.0,395.0,384.2,371.37,20222.01,7536080.38
2015-11-07,368.24,392.0,371.37,386.7,8508.45,3260497.4
2015-11-08,363.58,389.0,386.7,373.91,7450.76,2834422.59
2015-11-09,360.8,386.96,373.91,381.0,10839.36,4061818.61
2015-11-10,322.0,382.23,381.0,338.46,16387.91,5808412.16
2015-11-11,293.32,341.75,338.46,307.54,17757.39,5596526.74
2015-11-12,307.25,344.99,307.54,336.19,15695.79,5150951.91
2015-11-13,325.0,343.0,336.19,335.0,10519.03,3524031.49
2015-11-14,329.4,339.57,335.0,333.49,5960.51,1993712.42
2015-11-15,320.0,336.46,333.49,321.13,6242.57,2042181.14
2015-11-16,316.12,334.1,321.13,332.1,7340.55,2388564.1
2015-11-17,330.1,340.72,332.1,336.0,7247.61,2435724.03
2015-11-18,330.0,338.0,336.0,336.59,5173.52,1730599.43
2015-11-19,324.9,336.59,336.59,325.5,6700.81,2213544.98
2015-11-20,311.23,327.12,325.5,321.85,9224.03,2950546.24
2015-11-21,316.33,328.0,321.85,325.22,5147.59,1666020.3
2015-11-22,321.0,327.0,325.22,323.59,3378.49,1094959.85
2015-11-23,322.0,326.0,323.59,323.01,4748.68,1537847.99
2015-11-24,318.0,323.17,323.01,319.49,5194.49,1669246.72
2015-11-25,316.26,330.06,319.49,328.07,7794.68,2524344.05
2015-11-26,328.03,368.18,328.07,356.88,13908.21,4820726.55
2015-11-27,347.96,364.46,356.88,359.99,7373.93,2632396.27
2015-11-28,351.09,360.0,359.99,355.94,5518.0,1960030.5
2015-11-29,354.26,373.63,355.94,371.04,5194.56,1886836.8
2015-11-30,367.0,382.87,371.04,378.23,11431.2,4295141.92
2015-12-01,354.6,378.94,378.23,362.56,9357.22,3423256.15
2015-12-02,349.59,363.06,362.56,360.23,8231.07,2933751.25
2015-12-03,356.52,369.99,360.23,361.33,7200.93,2616658.73
2015-12-04,355.43,364.85,361.33,363.25,5828.13,2105311.65
2015-12-05,363.25,390.0,363.25,387.0,8615.5,3238953.02
2015-12-06,375.22,401.01,387.0,393.26,9400.68,3688924.73
2015-12-07,383.0,397.57,393.26,395.28,7450.8,2925052.19
2015-12-08,386.69,409.2,395.28,409.2,6706.2,2650822.8
2015-12-09,401.0,425.0,409.2,417.44,14296.19,5923286.43
2015-12-10,408.0,419.5,417.44,416.18,6848.2,2848181.35
2015-12-11,415.67,452.73,416.18,451.34,13066.6,5707813.63
2015-12-12,403.0,469.34,451.34,436.01,28635.94,12493274.54
2015-12-13,419.42,443.83,436.01,436.29,6428.01,2801886.68
2015-12-14,429.12,450.0,436.29,441.98,160540.99,71246836.97
2015-12-15,441.77,464.95,441.98,463.64,10524.31,4804681.48
2015-12-16,440.0,464.73,463.64,453.63,35969.03,16373751.57
2015-12-17,446.01,456.33,453.63,455.5,6187.21,2802476.5
2015-12-18,453.28,465.1,455.5,462.5,4930.71,2269506.57
2015-12-19,451.58,465.6,462.5,460.9,6946.83,3201413.25
2015-12-20,430.0,461.4,460.9,442.26,8251.43,3677038.1
2015-12-21,424.66,444.44,442.26,436.61,6840.03,2975490.47
2015-12-22,432.58,442.0,436.61,434.88,6466.68,2824300.2
2015-12-23,428.29,445.11,434.88,443.77,7455.28,3269700.45
2015-12-24,442.0,460.0,443.77,456.0,7020.69,3188793.34
2015-12-25,450.01,458.99,456.0,456.09,3442.71,1567809.63
2015-12-26,410.0,458.29,456.09,419.76,13272.92,5695782.79
2015-12-27,410.02,429.85,419.76,425.01,5562.86,2343122.3
2015-12-28,418.0,429.9,425.01,421.28,6864.21,2913800.23
2015-12-29,419.31,433.0,421.28,432.59,6013.97,2564563.51
2015-12-30,422.35,434.99,432.59,428.2,5066.16,2176128.38
2015-12-31,419.04,434.0,428.2,430.12,6396.83,2735415.63
2016-01-01,427.92,437.15,430.12,435.43,3894.26,1686757.39
2016-01-02,432.41,437.56,435.43,435.74,3278.08,1426939.51
2016-01-03,425.02,435.88,435.74,432.51,3920.35,1688824.56
2016-01-04,431.37,435.79,432.51,433.42,5836.26,2532533.29
2016-01-05,430.0,435.51,433.42,432.67,5120.61,2218755.4
2016-01-06,428.15,433.46,432.67,432.44,5369.1,2318672.51
2016-01-07,430.21,458.68,432.44,458.49,12531.7,5637785.2
2016-01-08,447.53,464.4,458.49,454.06,9564.11,4368140.37
2016-01-09,447.66,456.0,454.06,451.07,4194.88,1896757.44
2016-01-10,442.96,451.45,451.07,449.14,3885.82,1736428.18
2016-01-11,445.88,452.65,449.14,449.33,5572.68,2503083.94
2016-01-12,445.22,449.49,449.33,446.57,5739.9,2567018.77
2016-01-13,425.0,446.57,446.57,432.68,9754.5,4212281.54
2016-01-14,428.0,435.27,432.68,429.69,5499.3,2375810.73
2016-01-15,359.8,430.67,429.69,373.43,27319.74,10862409.27
2016-01-16,350.92,387.81,373.43,386.57,18198.94,6743136.29
2016-01-17,378.42,391.0,386.57,381.01,8757.44,3377012.19
2016-01-18,370.1,386.1,381.01,383.14,8946.25,3399845.35
2016-01-19,370.0,385.5,383.14,375.96,8030.16,3046483.04
2016-01-20,369.0,425.1,375.96,413.88,13499.26,5361492.24
2016-01-21,403.21,424.78,413.88,408.97,9143.04,3777526.39
2016-01-22,373.86,413.99,408.97,383.01,13321.19,5228249.9
2016-01-23,380.26,398.72,383.01,389.52,6279.09,2450742.09
2016-01-24,385.0,406.93,389.52,403.45,3630.65,1451785.99
2016-01-25,386.41,403.94,403.45,392.91,6384.0,2516592.93
2016-01-26,387.78,397.0,392.91,389.21,6856.0,2694178.75
2016-01-27,388.77,397.18,389.21,394.93,6264.62,2469329.53
2016-01-28,377.12,395.0,394.93,379.96,8864.29,3408772.87
2016-01-29,363.25,385.05,379.96,379.39,11940.43,4488371.77
2016-01-30,375.0,382.04,379.39,379.23,4283.56,1623147.42
2016-01-31,367.33,382.5,379.23,369.82,5059.48,1913002.46
2016-02-01,365.0,379.0,369.82,370.62,8101.5,3012667.05
2016-02-02,370.58,374.41,370.62,372.85,6889.93,2568773.99
2016-02-03,365.63,373.01,372.85,367.0,6937.95,2570982.85
2016-02-04,366.96,390.63,367.0,390.08,8968.44,3404242.55
2016-02-05,382.99,390.49,390.08,384.46,7303.25,2818899.27
2016-02-06,370.05,384.54,384.46,374.92,6314.53,2375552.75
2016-02-07,373.24,379.81,374.92,377.77,4054.75,1525629.4
2016-02-08,370.5,379.35,377.77,370.68,7080.05,2654777.81
2016-02-09,370.13,374.93,370.68,372.9,8438.16,3139974.15
2016-02-10,371.87,383.34,372.9,378.56,9666.55,3636013.93
2016-02-11,361.1,379.5,378.56,376.89,10074.12,3779575.26
2016-02-12,376.51,382.0,376.89,381.97,6215.18,2360918.55
2016-02-13,381.26,396.0,381.97,388.37,5660.69,2198312.71
2016-02-14,388.2,404.54,388.37,404.53,7458.72,2973028.96
2016-02-15,394.03,409.09,404.53,399.11,6695.34,2693303.79
2016-02-16,390.0,407.5,399.11,406.89,5323.92,2150298.0
2016-02-17,405.69,420.13,406.89,416.26,8502.56,3528038.43
2016-02-18,414.24,423.2,416.26,421.32,6479.33,2715762.02
2016-02-19,416.0,422.0,421.32,419.06,5578.81,2340007.53
2016-02-20,418.87,444.03,419.06,441.89,9441.56,4075360.79
2016-02-21,426.01,448.7,441.89,438.15,7102.0,3102226.52
2016-02-22,431.12,439.0,438.15,436.9,4932.6,2152669.15
2016-02-23,414.16,440.9,436.9,420.03,9076.31,3868142.62
2016-02-24,410.0,425.6,420.03,422.79,6934.44,2920576.74
2016-02-25,418.6,426.4,422.79,423.75,6142.27,2596770.14
2016-02-26,419.53,427.5,423.75,427.5,6217.74,2631134.89
2016-02-27,427.5,434.97,427.5,432.51,5949.61,2570563.82
2016-02-28,423.0,436.07,432.51,433.69,5071.23,2182767.92
2016-02-29,431.13,442.0,433.69,436.45,7535.1,3287254.43
2016-03-01,427.5,437.78,436.45,432.4,7349.19,3184550.69
